Column1._id.$oid,Column1.active,Column1.createdDate.$date,Column1.lastLogin.$date,Column1.role,Column1.signUpSource,Column1.state
5ff1e194b6a9d73a3a9f1052,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e1eacfcf6c399c274ae6,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e1e8cfcf6c399c274ad9,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e1b7cfcf6c399c274a5a,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e1f1cfcf6c399c274b0b,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e1eacfcf6c399c274ae6,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e1eacfcf6c399c274ae6,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e1e4cfcf6c399c274ac3,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e1b4cfcf6c399c274a54,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e1eacfcf6c399c274ae6,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff1e194b6a9d73a3a9f1052,TRUE,1.60969E+12,1.60969E+12,consumer,Email,WI
5ff370c562fde912123a5e0e,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36d0362fde912123a5535,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36d83135e7011bcb864d6,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36c8862fde912123a538a,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff370c562fde912123a5e0e,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36be7135e7011bcb856d3,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36d0362fde912123a5535,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36be7135e7011bcb856d3,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36a3862fde912123a4460,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36d0362fde912123a5535,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36c8e135e7011bcb85da4,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36a3862fde912123a4460,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff370c562fde912123a5e0e,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36a3862fde912123a4460,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36a3862fde912123a4460,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff370c562fde912123a5e0e,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36a3862fde912123a4460,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff370c562fde912123a5e0e,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff3711e62fde912123a620e,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff36be7135e7011bcb856d3,TRUE,1.60979E+12,1.60979E+12,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff473e7c1e2d0121a9b2697,TRUE,1.60986E+12,1.60986E+12,consumer,Email,WI
5ff47392c3d63511e2a47881,TRUE,1.60986E+12,1.60986E+12,consumer,Email,WI
5ff47392c3d63511e2a47881,TRUE,1.60986E+12,1.60986E+12,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff4ce91c1e2d0121a9b3057,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff47392c3d63511e2a47881,TRUE,1.60986E+12,1.60986E+12,consumer,Email,WI
5ff4ce3dc3d63511e2a484dc,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff4ce3dc3d63511e2a484dc,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff47392c3d63511e2a47881,TRUE,1.60986E+12,1.60986E+12,consumer,Email,WI
5ff4ce3dc3d63511e2a484dc,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff4ce3dc3d63511e2a484dc,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff4ce34c3d63511e2a484ba,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff4ce33c3d63511e2a484b6,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff4ce3ac1e2d0121a9b2fb3,TRUE,1.60988E+12,1.60988E+12,consumer,Email,WI
5ff47392c3d63511e2a47881,TRUE,1.60986E+12,1.60986E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d1a38f142f11dd1886ba,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d1d08f142f11dd18884c,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff5d15aeb7c7d12096d91a2,TRUE,1.60995E+12,1.60995E+12,consumer,Email,WI
5ff7264e8f142f11dd189504,TRUE,1.61003E+12,1.61003E+12,consumer,Email,WI
5ff7401ceb7c7d31ca8a46e0,TRUE,1.61004E+12,1.61004E+12,consumer,Email,WI
5ff73bea8f142f3276c3e84a,TRUE,1.61004E+12,1.61004E+12,consumer,Email,WI
5ff74f3db3348b11c93361d1,TRUE,1.61004E+12,1.61004E+12,consumer,Email,WI
5ff7264e8f142f11dd189504,TRUE,1.61003E+12,1.61003E+12,consumer,Email,WI
5ff73b90eb7c7d31ca8a452b,TRUE,1.61004E+12,1.61004E+12,consumer,Email,WI
5ff7930fb3348b11c93372a6,TRUE,1.61006E+12,1.61006E+12,consumer,Email,WI
5ff7268eeb7c7d12096da2a9,TRUE,1.61003E+12,1.61003E+12,consumer,Email,WI
